#,Auto ID,County,District,Central site,Referral sites,Site Code,Distance* (KM),Type,On Treatment,On Care,Load,Total Equipment
716,716,Kisumu,Kisumu West,      Kombewa District Hospital,Bodi Dispensary,13503,108,MoH,351,993,1344,0
717,717,Kisumu,Kisumu West,      Kombewa District Hospital,Manyuanda Health Centre,13770,40,MoH,544,1294,1838,0
718,718,Kisumu,Kisumu West,      Kombewa District Hospital,Nduru Kadero Dispensary,13848,9.5,MoH,166,462,628,0
719,719,Kisumu,Kisumu West,      Kombewa District Hospital,Ratta Dispensary,14040,7.9,MoH,258,579,837,0
720,720,Kisumu,Kisumu West,      Kombewa District Hospital,Rodi Dispensary,14057,10.9,MoH,206,728,934,0
721,721,Kisumu,Kisumu West,Maseno Mission Hospital,,13781,0,FBO,1316,3847,5163,1
722,722,Kisumu,Kisumu West,      Maseno Mission Hospital,Maseno Hospital(Esiola),13781,0,FBO,0,0,0,0
723,723,Kisumu,Kisumu West,      Maseno Mission Hospital,Maseno Hospital(Kerongo),13781,0,FBO,0,0,0,0
724,724,Kisumu,Kisumu West,      Maseno Mission Hospital,Maseno Hospital(Mariwa),13781,0,FBO,0,0,0,0
725,725,Kisumu,Kisumu West,      Maseno Mission Hospital,Maseno Hospital(Miranga),13781,0,FBO,0,0,0,0
726,726,Kisumu,Kisumu West,      Maseno Mission Hospital,Maseno Hospital(Mukhalakhala),13781,0,FBO,0,0,0,0
727,727,Kisumu,Kisumu West,      Maseno Mission Hospital,Maseno Hospital(Vigina),13781,0,FBO,0,0,0,0
728,728,Migori,Migori,Migori District Hospital,,13805,0,MoH,3692,10724,14416,1
729,729,Migori,Migori,      Migori District Hospital,Arombe Dispensary,13486,23,MoH,296,598,894,0
730,730,Migori,Migori,      Migori District Hospital,Giribe Dispensary,13576,25.9,MoH,30,138,168,0
731,731,Migori,Migori,      Migori District Hospital,Kadem TB & Leprosy Dispensary,13640,37,MoH,178,325,503,0
732,732,Migori,Migori,      Migori District Hospital,Karungu Sub District Hospital,13656,62.8,MoH,921,2116,3037,0
733,733,Migori,Migori,      Migori District Hospital,Kituka Dispensary,13706,35.5,MoH,24,80,104,0
734,734,Migori,Migori,      Migori District Hospital,Lwanda Dispensary,13741,59,MoH,332,831,1163,0
735,735,Migori,Migori,      Migori District Hospital,Macalder Sub District Hospital,13745,32,MoH,1002,3055,4057,0
736,736,Migori,Migori,      Migori District Hospital,Mama Maria Clinic,13765,56.1,MoH,0,0,0,0
737,737,Migori,Migori,      Migori District Hospital,Matoso Health Centre,13793,49.3,MoH,129,1454,1583,0
738,738,Migori,Migori,      Migori District Hospital,Midoti Dispensary,13804,2.1,MoH,22,44,66,0
739,739,Migori,Migori,      Migori District Hospital,Muhuru Health Centre,13833,51,MoH,635,34,669,0
740,740,Migori,Migori,      Migori District Hospital,Ndiwa Dispensary,13844,35.9,MoH,454,1001,1455,0
741,741,Migori,Migori,      Migori District Hospital,Nyamanga Dispensary,13896,6.4,MoH,72,853,925,0
742,742,Migori,Migori,      Migori District Hospital,Nyamaraga Dispensary,13897,12,MoH,576,1557,2133,0
743,743,Migori,Migori,      Migori District Hospital,Nyandago Koweru Dispensary,13919,26,MoH,146,570,716,0
744,744,Migori,Migori,      Migori District Hospital,Nyarongi Dispensary,13940,49.2,MoH,27,37,64,0
745,745,Migori,Migori,      Migori District Hospital,Ochuna Dispensary,13959,73.9,NGO,0,0,0,0
746,746,Migori,Migori,      Migori District Hospital,Ogwedhi Health Centre,13969,15,MoH,296,907,1203,0
747,747,Migori,Migori,      Migori District Hospital,Olasi Dispensary,13975,49.4,MoH,559,138,697,0
748,748,Migori,Migori,      Migori District Hospital,Ondong Dispensary,16277,3,MoH,14,41,55,0
749,749,Migori,Migori,      Migori District Hospital,Osingo Dispensary,13996,13.4,MoH,136,158,294,0
750,750,Migori,Migori,      Migori District Hospital,Otati Dispensary,13999,55.7,MoH,187,301,488,0
751,751,Migori,Migori,      Migori District Hospital,Pastor Machege Memorial Hospital,14014,0,PRV,0,0,0,0
752,752,Migori,Migori,      Migori District Hospital,Riat Dispensary,14047,69,MoH,20,36,56,0
753,753,Migori,Migori,      Migori District Hospital,Saro Dispensary,14069,8.9,MoH,320,773,1093,0
754,754,Migori,Migori,      Migori District Hospital,Sori Lakeside Nursing and Maternity Home,14098,58,FBO,225,971,1196,0
755,755,Migori,Migori,      Migori District Hospital,Suna Rabour Dispensary,14135,3.6,MoH,56,79,135,0
756,756,Migori,Migori,      Migori District Hospital,Suna Ragana Dispensary,14136,16,MoH,162,260,422,0
757,757,Migori,Migori,      Migori District Hospital,Thim Lich Dispensary,16278,20,MoH,0,0,0,0
758,758,Migori,Migori,      Migori District Hospital,Wath Onger Dispensary,14170,45,MoH,460,1005,1465,0
759,759,Migori,Kuria West,      Migori District Hospital,Kuria District Hospital,13726,30,MoH,0,0,0,0
760,760,Migori,Kuria West,      Migori District Hospital,Bugumbe Health Center,13517,14.2,MoH,93,541,634,0
761,761,Migori,Kuria West,      Migori District Hospital,Isebania Sub District Hospital,13625,22,MoH,265,1382,1647,0
762,762,Migori,Kuria West,      Migori District Hospital,Masaba Health Center,13779,15,MoH,90,249,339,0
763,763,Migori,Kuria East,      Migori District Hospital,Kegonga Health Center,13663,43,MoH,58,315,373,0
764,764,Migori,Kuria East,      Migori District Hospital,Ntimaru Health Center,13858,56.8,MoH,84,214,298,0
765,765,Migori,Migori,St Camillus karungu,,14103,0,FBO,2352,5890,8242,0
766,766,Migori,Migori,      St Camillus karungu,St Camillus Kar(Kiasa Ratanga),14103,55,FBO,0,0,0,0
767,767,Migori,Migori,      St Camillus karungu,St Camillus Kar(Lwanda Gwassi),14103,63,FBO,0,0,0,0
768,768,Migori,Migori,      St Camillus karungu,St Camillus Kar(Mirogi),14103,0,FBO,0,0,0,0
769,769,Migori,Migori,      St Camillus karungu,St Camillus Kar(Osani),14103,60,FBO,0,0,0,0
770,770,Migori,Migori,      St Camillus karungu,St Camillus Kar(Otati),14103,0,FBO,0,0,0,0
771,771,Migori,Migori,      St Camillus karungu,St Camillus Kar(Tagache),14103,0,FBO,0,0,0,0
772,772,Migori,Migori,      St Camillus karungu,St Camillus Kar(Wath Onger),14103,75,FBO,0,0,0,0
773,773,Migori,Migori,      St Camillus karungu,St. Akidiva,13462,58,FBO,0,0,0,0
774,774,Migori,Migori,      St Camillus karungu,St. Camillus Ta(Etago),14103,0,FBO,0,0,0,0
775,775,Migori,Migori,      St Camillus karungu,St. Camillus Ta(Lwala),14103,46,FBO,0,0,0,0
776,776,Migori,Migori,      St Camillus karungu,St. Camillus Ta(Rakwaro),14103,75,FBO,0,0,0,0
777,777,Migori,Migori,      St Camillus karungu,St. Camillus Ta(Tabaka),14103,2,FBO,0,0,0,0
778,778,Migori,Migori,St Josephs Mission Migori,,14110,0,FBO,2074,5720,7794,0
779,779,Migori,Migori,      St Josephs Mission Migori,Matoso Mission Dispensary,13793,0,FBO,129,1454,1583,1
780,780,Migori,Migori,      St Josephs Mission Migori,St. Josephs Mis(Arombe),14103,0,FBO,296,598,894,0
781,781,Migori,Migori,      St Josephs Mission Migori,St. Josephs Mis(Ulanda),14103,0,FBO,147,296,443,0
782,782,Nyamira,Nyamira,Nyamira District Hospital,,13912,0,MoH,2269,5356,7625,1
783,783,Nyamira,Borabu,      Nyamira District Hospital,Nyansiongo Health Center,13937,11,MoH,0,0,0,0
784,784,Nyamira,Nyamira,      Nyamira District Hospital,Ekerenyo Health Center,13540,38,MoH,467,1438,1905,0
785,785,Nyamira,Nyamira,      Nyamira District Hospital,Matongo Health Centre,13791,42.2,FBO,61,213,274,0
786,786,Nyamira,Nyamira,      Nyamira District Hospital,Nyamaiya Health Center,13894,15,MoH,247,859,1106,0
787,787,Nyamira,Nyamira,      Nyamira District Hospital,Nyamusi Health Center,13916,17,MoH,494,1154,1648,0
788,788,Nyamira,Nyamira,      Nyamira District Hospital,Tinga Health Center,14146,9,MoH,158,603,761,0
789,789,Kisumu,Nyando,Ahero District Hospital,,13468,0,MoH,4003,9001,13004,0
790,790,Kisumu,Nyando,      Ahero District Hospital,Awasi Dispensary,13491,18,FBO,437,1558,1995,0
791,791,Kisumu,Nyando,      Ahero District Hospital,Bunde Dispensary,13518,5,MoH,15,1053,1068,0
792,792,Kisumu,Nyando,      Ahero District Hospital,Kinasia Dispensary,13694,13.4,MoH,204,224,428,0
793,793,Kisumu,Nyando,      Ahero District Hospital,Nyakongo Health Center,13884,24,MoH,200,229,429,0
794,794,Kisumu,Nyando,Nyando District Hospital,,13921,0,MoH,0,0,0,0
795,795,Kisumu,Nyando,      Nyando District Hospital,Chemelil Dispensary,14318,33,MoH,450,1039,1489,0
796,796,Kisumu,Nyando,      Nyando District Hospital,Chemilil Sugar Factory Health Center,13522,33,OPI,0,0,0,0
797,797,Kisumu,Nyando,      Nyando District Hospital,Katito Health Center,13657,7,MoH,879,1728,2607,0
798,798,Kisumu,Nyando,      Nyando District Hospital,Kibogo Dispensary,13688,10,MoH,520,916,1436,0
799,799,Kisumu,Nyando,      Nyando District Hospital,Kusa Health Center,13727,10,MoH,332,621,953,0
800,800,Kisumu,Nyando,      Nyando District Hospital,Masogo Sub District Hospital,13785,39,MoH,693,326,1019,0
801,801,Kisumu,Nyando,      Nyando District Hospital,Muhoroni Sub-District Hospital,13831,49,MoH,1301,3388,4689,1
802,802,Kisumu,Nyando,      Nyando District Hospital,Muhororni Sugar Factory,13832,50,OPI,0,0,0,0
803,803,Kisumu,Nyando,      Nyando District Hospital,Nyangoma Health Center,13928,32,MoH,527,1334,1861,0
804,804,Kisumu,Nyando,      Nyando District Hospital,Sangorota Health Center,14066,15,MoH,288,706,994,0
805,805,Kisumu,Nyando,      Nyando District Hospital,Sigoti Health Center,14086,5,MoH,0,0,0,0
806,806,Kisumu,Nyando,      Nyando District Hospital,Sondu Health Center,14096,18,MoH,554,1835,2389,0
807,807,Kisumu,Nyando,      Nyando District Hospital,Tamu Health Center,14141,46,MoH,1,303,304,0
808,808,Kisumu,Nyando,Nyabondo District Hospital,,13864,0,FBO,0,0,0,0
809,809,Kisumu,Nyando,      Nyabondo District Hospital,Koru Mission Health Center,13719,58,FBO,72,52,124,0
810,810,Kisumu,Nyando,      Nyabondo District Hospital,Nyakach AIC Dispensary,13881,24,FBO,0,0,0,0
811,811,Kisumu,Nyando,      Nyabondo District Hospital,Ogra Foundation,13968,41.7,NGO,742,937,1679,2
812,812,Kisumu,Nyando,      Nyabondo District Hospital,Nyabondo Missio(Bolo),13864,0,FBO,0,0,0,0
813,813,Kisumu,Nyando,      Nyabondo District Hospital,Nyabondo Missio(Oriang),13864,0,FBO,0,0,0,0
814,814,Kisumu,Nyando,St. Vincent De Pauls Mission Hospital,,14128,0,FBO,2,871,873,1
815,815,Kisumu,Nyando,      St. Vincent De Pauls Mission Hospital,St Clare Bolo Health Centre,14104,0,FBO,477,955,1432,0
816,816,Homa Bay,Rachuonyo South,Rachuonyo District Hospital,,14022,0,MoH,4285,10955,15240,1
817,817,Homa Bay,Rachuonyo South,      Rachuonyo District Hospital,Kabondo Health Center,13638,24,MoH,922,3316,4238,0
818,818,Homa Bay,Rachuonyo South,      Rachuonyo District Hospital,Kandiege Health Center,13653,35,MoH,937,3354,4291,0
819,819,Homa Bay,Rachuonyo South,      Rachuonyo District Hospital,Kendu Sub District Hospital,13668,22,MoH,1202,196,1398,0
820,820,Baringo,Baringo Central,Kabarnet District Hospital,,14607,0,MoH,0,0,0,2
821,821,Baringo,Baringo Central,      Kabarnet District Hospital,Kapkures Dispensary,14732,136,MoH,0,0,0,0
822,822,Baringo,Baringo Central,      Kabarnet District Hospital,Marigat Sub District Hospital,15138,146,MoH,0,0,0,0
823,823,Baringo,Baringo Central,      Kabarnet District Hospital,Sacho school Dispensary,15510,102,MoH,0,0,0,0
824,824,Bomet,Bomet,Longisa District Hospital,,15077,0,MoH,,,0,3
825,825,Bomet,Bomet,      Longisa District Hospital,Bomet Health Centre,14261,14,MoH,29,320,349,0
826,826,Bomet,Bomet,      Longisa District Hospital,Irwaga Health Centre,14580,12,MoH,26,70,96,0
827,827,Bomet,Bomet,      Longisa District Hospital,Kapkoros Health Centre,14728,33,MoH,66,229,295,0
828,828,Bomet,Bomet,      Longisa District Hospital,Olbutyo Health Centre,15388,17.2,MoH,12,65,77,0
829,829,Bomet,Bomet,      Longisa District Hospital,Olokyin Health Centre,15421,8.3,MoH,28,58,86,0
830,830,Bomet,Bomet,      Longisa District Hospital,Sigor Sub District Hospital,15564,11.3,MoH,162,317,479,0
831,831,Bomet,Bomet,      Longisa District Hospital,Siongiroi Health Centre,15587,45,MoH,133,272,405,0
832,832,Bomet,Bomet,      Longisa District Hospital,Tegat Health Centre,15714,30.2,MoH,4,37,41,0
833,833,Bomet,Sotik,      Longisa District Hospital,Kaplong Hospital,14741,0,FBO,0,0,0,1
834,834,Bomet,Sotik,      Longisa District Hospital,Gelegele Dispensary,14505,0,MoH,0,0,0,0
835,835,Bomet,Sotik,      Longisa District Hospital,Kipsoni Health Centre,14920,0,MoH,0,0,0,0
836,836,Bomet,Sotik,      Longisa District Hospital,Ndanai Health Centre,15322,54,MoH,98,271,369,0
837,837,Bomet,Sotik,      Longisa District Hospital,Sotik Health Centre,15619,45.7,MoH,343,841,1184,0
838,838,Bomet,Bomet,Tenwek Mission Hospital,,15719,0,FBO,2477,5828,8305,2
839,839,Bomet,Bomet,      Tenwek Mission Hospital,Kaboson Health Centre,14628,0,FBO,0,0,0,0
840,840,Kericho,Bureti,Kapkatet District Hospital,,14706,0,MoH,1341,3459,4800,2
841,841,Kericho,Bureti,      Kapkatet District Hospital,Chebangang Health Centre,14289,24.8,MoH,39,89,128,0
842,842,Kericho,Bureti,      Kapkatet District Hospital,Chemosot Health Centre,14323,19,MoH,70,171,241,0
843,843,Kericho,Bureti,      Kapkatet District Hospital,Koiwa Health Centre,14970,21.9,MoH,0,0,0,0
844,844,Kericho,Bureti,      Kapkatet District Hospital,Litein mission hospital,14178,6,MoH,1477,3432,4909,0
845,845,Kericho,Bureti,      Kapkatet District Hospital,Mogogosiek Health Centre,15195,16.2,MoH,83,297,380,0
846,846,Kericho,Bureti,      Kapkatet District Hospital,MonirreMedical Centre,15220,0,MoH,0,0,0,0
847,847,Kericho,Bureti,      Kapkatet District Hospital,Roret Health Centre,15498,25.3,MoH,116,337,453,0
848,848,Uasin Gishu,Eldoret East,Moi Teaching and Referral Hospital,,15204,0,,19477,28754,48231,0
849,849,Uasin Gishu,Eldoret East,      Moi Teaching and Referral Hospital,Burnt Forest RHDC (Eldoret East),16347,40,,2861,4294,7155,0
850,850,Uasin Gishu,Eldoret East,      Moi Teaching and Referral Hospital,Chepsaita Dispensary,14358,54,,25,19,44,0
851,851,Uasin Gishu,Eldoret East,      Moi Teaching and Referral Hospital,GK Prisons Dispensary (Eldoret East),14519,2,,80,165,245,0
852,852,Uasin Gishu,Eldoret East,      Moi Teaching and Referral Hospital,Moiben Health Centre,15206,39,,68,68,136,0
853,853,Uasin Gishu,Eldoret East,      Moi Teaching and Referral Hospital,Regional Blood tranfusion Centre,0,0,MoH,0,0,0,1
854,854,Uasin Gishu,Eldoret East,      Moi Teaching and Referral Hospital,Uasin Gishu District Hospital,15758,2,,1369,2092,3461,1
855,855,Uasin Gishu,Eldoret West,      Moi Teaching and Referral Hospital,Huruma Sub-District Hospital,14555,5,,366,595,961,0
856,856,Uasin Gishu,Eldoret West,      Moi Teaching and Referral Hospital,Moi's Bridge Health Centre,15209,49,,650,797,1447,0
857,857,Uasin Gishu,Eldoret West,      Moi Teaching and Referral Hospital,Soy Health Centre,15623,23,,201,220,421,0
858,858,Uasin Gishu,Eldoret West,      Moi Teaching and Referral Hospital,Turbo Health Centre,15753,34,,4422,7251,11673,0
859,859,Uasin Gishu,Eldoret West,      Moi Teaching and Referral Hospital,Ziwa Sub-District Hospital,15788,42,,491,588,1079,0
860,860,Elgeyo Marakwet,Keiyo,      Moi Teaching and Referral Hospital,Iten District Hospital,14586,34,,1168,1665,2833,0
861,861,Elgeyo Marakwet,Marakwet West,      Moi Teaching and Referral Hospital,Chebiemit District Hospital,14294,52.7,MoH,92,267,359,0
862,862,Elgeyo Marakwet,Marakwet West,      Moi Teaching and Referral Hospital,Kapcherop Health Centre,14695,101,MoH,79,201,280,0
863,863,Elgeyo Marakwet,Marakwet West,      Moi Teaching and Referral Hospital,Kapsowar (AIC) Hospital,14767,0,CHO,182,320,502,0
864,864,Elgeyo Marakwet,Marakwet West,      Moi Teaching and Referral Hospital,Tot Sub-District Hospital,15738,117,MoH,139,92,231,0
865,865,Uasin Gishu,Wareng,      Moi Teaching and Referral Hospital,GK Prisons Dispensary (Ngeria),14524,17,,9,165,174,0
866,866,Uasin Gishu,Wareng,      Moi Teaching and Referral Hospital,Moi University Health Centre,15205,29,,42,59,101,0
867,867,Uasin Gishu,Wareng,      Moi Teaching and Referral Hospital,Pioneer Health Centre,15463,2,,158,264,422,0
868,868,West Pokot,West Pokot,      Moi Teaching and Referral Hospital,Kapenguria District Hospital,14701,106,MoH,1223,2740,3963,1
869,869,Kajiado,Kajiado Central,Beacon of Hope Clinic,,16667,0,,567,738,1305,0
870,870,Kajiado,Kajiado Central,      Beacon of Hope Clinic,Drop Inn Ray Clinic,16668,0,Non-Governmental Organizations,0,0,0,0
871,871,Kajiado,Kajiado Central,      Beacon of Hope Clinic,Kajiado AIC Dispensary,14650,0,Christian Health Association of Kenya,0,1962,1962,0
872,872,Kajiado,Kajiado Central,      Beacon of Hope Clinic,Magadi Hospital,15107,0,Company Medical Service,217,538,755,0
873,873,Kajiado,Kajiado Central,Kajiado District Hospital,,14652,0,,1004,1962,2966,0
874,874,Kajiado,Kajiado Central,      Kajiado District Hospital,Bissel Health Centre,14259,218,,0,0,0,0
875,875,Kajiado,Kajiado Central,      Kajiado District Hospital,Isinya Health Centre,14582,20.2,MoH,136,562,698,0
876,876,Kajiado,Kajiado Central,      Kajiado District Hospital,Kitengela Health Centre,14950,35,,413,1629,2042,0
877,877,Kajiado,Kajiado Central,      Kajiado District Hospital,Namanga Health Centre,15294,125,,248,752,1000,0
878,878,Kajiado,Kajiado Central,      Kajiado District Hospital,Ngong Sub District Hospital,15351,22,,570,2107,2677,0
879,879,Kajiado,Kajiado Central,      Kajiado District Hospital,Ongata Rongai Health Centre,15440,18,,372,1601,1973,0
880,880,Kajiado,Kajiado Central,      Kajiado District Hospital,Simba Health Centre,15574,127,,62,350,412,0
881,881,Kericho,Kericho,Kericho District Hospital,,14831,0,MoH,5160,12001,17161,4
882,882,Kericho,Kericho,      Kericho District Hospital,Ainamoi Health Centre,14192,9.5,MoH,18,82,100,0
883,883,Kericho,Kericho,      Kericho District Hospital,Chepkemel Health Centre,14338,117,MoH,15,31,46,0
884,884,Kericho,Kericho,      Kericho District Hospital,Kabianga Health Centre,14613,24,MoH,56,162,218,0
885,885,Kericho,Kericho,      Kericho District Hospital,Sigowet Health Centre,15568,151,MoH,221,483,704,0
886,886,Kericho,Kericho,      Kericho District Hospital,Sosiot Health Centre,15617,18.1,MoH,185,595,780,0
887,887,Kericho,Kipkelion,      Kericho District Hospital,Londiani District Hospital,15074,0,Private Enterprise (Institution),611,1449,2060,1
888,888,Kericho,Kipkelion,      Kericho District Hospital,Forttenana Sub District Hospital,14501,0,Non-Governmental Organizations,0,0,0,0
889,889,Kericho,Kipkelion,      Kericho District Hospital,Kipkelion Sub Hospital,14897,0,Private Enterprise (Institution),164,395,559,0
890,890,Kericho,Kericho,"Walter Reed Project, Kericho",,0,0,,0,0,0,0
891,891,Laikipia,Laikipia Central,Nanyuki District Hospital,,15305,0,,1919,3613,5532,0
892,892,Laikipia,Laikipia East,      Nanyuki District Hospital,GK Prisons Dispensary (Laikipia East),14522,0,MoH,0,0,0,0
893,893,Laikipia,Laikipia East,      Nanyuki District Hospital,Kalalu Dispensary,14659,0,Private Enterprise (Institution),1,15,16,0
894,894,Laikipia,Laikipia East,      Nanyuki District Hospital,Lamuria Dispensary (Laikipia East),15007,0,Private Enterprise (Institution),0,0,0,0
895,895,Laikipia,Laikipia East,      Nanyuki District Hospital,Marura Dispensary,15145,0,Private Enterprise (Institution),0,0,0,0
896,896,Laikipia,Laikipia East,      Nanyuki District Hospital,Matanya Dispensary,15152,0,Private Enterprise (Institution),0,2,2,0
897,897,Laikipia,Laikipia East,      Nanyuki District Hospital,Muramati Dispensary,15253,0,Private Enterprise (Institution),0,0,0,0
898,898,Laikipia,Laikipia East,      Nanyuki District Hospital,Mwituria Dispensary,15267,0,MoH,0,0,0,0
899,899,Laikipia,Laikipia East,      Nanyuki District Hospital,Ngobit Dispensary,15349,0,MoH,0,1,1,0
900,900,Laikipia,Laikipia East,      Nanyuki District Hospital,Olpajeta Dispensary,15430,0,MoH,0,0,0,0
901,901,Laikipia,Laikipia East,      Nanyuki District Hospital,Sweet Waters Dispensary,15694,0,MoH,0,0,0,0
902,902,Laikipia,Laikipia East,      Nanyuki District Hospital,Wiyumiririe Dispensary,15784,0,MoH,0,0,0,0
903,903,Laikipia,Laikipia North,      Nanyuki District Hospital,Doldol Health Centre,14404,0,MoH,0,0,0,0
904,904,Laikipia,Laikipia North,      Nanyuki District Hospital,Kimanjo Dispensary,14869,0,Private Enterprise (Institution),1,8,9,0
905,905,Laikipia,Laikipia East,Nanyuki Cottage Hospital,,15304,0,,0,0,0,0
906,906,Laikipia,Laikipia East,      Nanyuki Cottage Hospital,Huruma Health Centre,14553,0,Private Practice - Nurse / Midwife,0,0,0,0
907,907,Laikipia,Laikipia East,      Nanyuki Cottage Hospital,Mary immaculate Dispensary (Lakipia East),15148,0,Kenya Episcopal Conference-Catholic Secretariat,0,0,0,0
908,908,Laikipia,Laikipia East,      Nanyuki Cottage Hospital,Nanyuki Maternity and Nursing Home,15306,0,Private Enterprise (Institution),0,0,0,0
909,909,Laikipia,Laikipia East,      Nanyuki Cottage Hospital,St Joseph Catholic Dispensary,11041,0,Kenya Episcopal Conference-Catholic Secretariat,70,132,202,0
910,910,Kajiado,Loitoktok,Loitoktok District Hospital,,15051,0,,442,840,1282,0
911,911,Kajiado,Loitoktok,      Loitoktok District Hospital,Entarara Health Centre,14467,17,MoH,59,149,208,0
912,912,Kajiado,Loitoktok,      Loitoktok District Hospital,Kimana Health Centre,14868,17.2,MoH,5,182,187,0
913,913,Kajiado,Loitoktok,      Loitoktok District Hospital,Namelok Dispensary,15296,29.1,MoH,38,123,161,0
914,914,Nakuru,Molo,Molo District Hospital,,15212,0,,1116,2763,3879,2
915,915,Nakuru,Molo,      Molo District Hospital,Elburgon Sub-District Hospital,14431,13.4,MoH,461,1164,1625,0
916,916,Nakuru,Molo,      Molo District Hospital,Keringet Health Centre (Molo),14836,25.2,MoH,151,763,914,0
917,917,Nakuru,Molo,      Molo District Hospital,Kiamberiria Dispensary CDF,16408,0,Community Development Fund,0,0,0,0
918,918,Nakuru,Molo,      Molo District Hospital,Kiptororo Dispensary CDF,16404,0,MoH,0,0,0,0
919,919,Nakuru,Molo,      Molo District Hospital,Njoro Health Centre,15358,30,MoH,930,3540,4470,0
920,920,Nakuru,Molo,      Molo District Hospital,Olenguruone Sub-District Hospital,15398,45.8,MoH,416,917,1333,0
921,921,Nakuru,Molo,      Molo District Hospital,Sairo Dispensary CDF,16405,0,Community Development Fund,0,0,0,0
922,922,Nakuru,Molo,      Molo District Hospital,Total Dispensary CDF,16403,0,MoH,0,0,0,0
923,923,Nakuru,Naivasha,Naivasha District Hospital,,15280,0,,2506,693,3199,2
924,924,Nakuru,Naivasha,      Naivasha District Hospital,Gatamaiyo Dispensary,16378,0,MoH,0,0,0,0
925,925,Nakuru,Naivasha,      Naivasha District Hospital,Home Grown Hospital,14551,0,Company Medical Service,111,297,408,0
926,926,Nakuru,Naivasha,      Naivasha District Hospital,Kinungi Dispensary,16381,0,MoH,0,0,0,0
927,927,Nakuru,Naivasha,      Naivasha District Hospital,Maela Health Centre,15106,0,MoH,0,0,0,0
928,928,Nakuru,Naivasha,      Naivasha District Hospital,Mai Mahiu Health centre,15108,35.9,MoH,111,410,521,0
929,929,Nakuru,Naivasha,      Naivasha District Hospital,Nacoharg Medical Centre,15272,0,Non-Governmental Organizations,0,0,0,0
930,930,Nakuru,Naivasha,      Naivasha District Hospital,Naivasha Max Prison Health Centre,15281,0,Other Public Institution,190,693,883,0
931,931,Nakuru,Naivasha,      Naivasha District Hospital,Naivasha Medical Clinic,15282,0,Christian Health Association of Kenya,0,3348,3348,0
932,932,Nakuru,Naivasha,      Naivasha District Hospital,Namocha Dispensary,16380,0,MoH,0,0,0,0
933,933,Nakuru,Naivasha,      Naivasha District Hospital,Ngondi Dispensary,16382,0,MoH,0,0,0,0
934,934,Nakuru,Naivasha,      Naivasha District Hospital,Oserian Health Centre,15447,0,Company Medical Service,162,359,521,0
935,935,Nakuru,Naivasha,      Naivasha District Hospital,Rhein Valley Hospital,15483,0,Non-Governmental Organizations,25,93,118,0
936,936,Nakuru,Naivasha,      Naivasha District Hospital,Rocco Dispensary,15489,48,MoH,79,357,436,0
937,937,Nakuru,Naivasha,      Naivasha District Hospital,Sher Karuturi Hospital,15559,0,Company Medical Service,236,917,1153,0
938,938,Nakuru,Naivasha,St Mary's Mission Hospital(elementaita),,15654,0,,0,0,0,2
939,939,Nakuru,Naivasha,      St Mary's Mission Hospital(elementaita),Elementeita Dispensary,16379,0,MoH,0,0,0,0
940,940,Nakuru,Naivasha,      St Mary's Mission Hospital(elementaita),Gilgil Sub-District Hospital,14510,10.9,MoH,1109,2380,3489,0
941,941,Nakuru,Naivasha,Gilgil Regional Hospital,,14511,0,,,,0,0
942,942,Nakuru,Nakuru,      Gilgil Regional Hospital,3KR Health Centre,14181,0,AMF,0,0,0,0
943,943,Nakuru,Nakuru,Nakuru Provincial General Hospital,,15288,0,,7554,16385,23939,1
944,944,Nakuru,Nakuru,      Nakuru Provincial General Hospital,FITC Dispensary,14498,3,MoH,254,894,1148,0
945,945,Nakuru,Nakuru,      Nakuru Provincial General Hospital,Gold Star Network,0,0,,0,467,467,0
946,946,Nakuru,Nakuru,      Nakuru Provincial General Hospital,Kabarak Health Centre,14606,2,MoH,77,182,259,0
947,947,Nakuru,Nakuru,      Nakuru Provincial General Hospital,Kapkures Dispensary (Nakuru Central),14733,2,MoH,341,1275,1616,0
948,948,Nakuru,Nakuru,      Nakuru Provincial General Hospital,Langa Langa Health Centre,15009,4,,992,2576,3568,0
949,949,Nakuru,Nakuru,      Nakuru Provincial General Hospital,Mogotio RHDC,15200,38,,310,1210,1520,0
950,950,Nakuru,Nakuru,      Nakuru Provincial General Hospital,Nakuru West (PCEA) Health Centre,15290,3,,258,416,674,0
951,951,Nakuru,Nakuru,      Nakuru Provincial General Hospital,Prison Dispensary,15470,2,MoH,111,693,804,0
952,952,Nakuru,Nakuru,      Nakuru Provincial General Hospital,Rongai Health Centre,15495,35.5,MoH,527,999,1526,0
953,953,Nakuru,Nakuru,      Nakuru Provincial General Hospital,Upper Solai Health Centre,15763,7.2,MoH,70,277,347,0
954,954,Nakuru,Nakuru North,      Nakuru Provincial General Hospital,Bahati District Hospital,14224,17,,604,1784,2388,0
955,955,Nakuru,Nakuru North,      Nakuru Provincial General Hospital,Dundori Health Centre,14424,24,,167,365,532,0
956,956,Nakuru,Nakuru North,      Nakuru Provincial General Hospital,Kabazi Health Centre,14611,30,,171,423,594,0
957,957,Nakuru,Nakuru North,      Nakuru Provincial General Hospital,Subukia Health Centre,15678,84,,288,859,1147,0
958,958,Nakuru,Naivasha,      Nakuru Provincial General Hospital,Elementeita Dispensary,16379,40.9,MoH,,,0,0
